num,codigo,titulo,descripcion,url_relativa,url_completa
1,VISUALIZALOCALESAUTOS,Habilitar las listas desplegables de lugares rentadoras,Habilitar las listas desplegables de lugares rentadoras,params/001_Habilitar_las_listas_desplegables_de_lugares_rentadoras.html,https://pacardenaz.github.io/parametros-manual/params/001_Habilitar_las_listas_desplegables_de_lugares_rentadoras.html
2,VISUALIZACODIGOSDESCUENTOAUTOS,Visualiza codigos de descuentos en autos,Visualiza codigos de descuentos en autos,params/002_Visualiza_codigos_de_descuentos_en_autos.html,https://pacardenaz.github.io/parametros-manual/params/002_Visualiza_codigos_de_descuentos_en_autos.html
3,VISUALIZAEQUIPAMENTOESPECIALAUTOS,Visualizar pedidos especiales en autos,Visualizar pedidos especiales en autos,params/003_Visualizar_pedidos_especiales_en_autos.html,https://pacardenaz.github.io/parametros-manual/params/003_Visualizar_pedidos_especiales_en_autos.html
4,VISUALIZALISTACOMPLETATIPOSAUTOS,Visualiza los tipos de autos en el buscador de autos,Visualiza los tipos de autos en el buscador de autos,params/004_Visualiza_los_tipos_de_autos_en_el_buscador_de_autos.html,https://pacardenaz.github.io/parametros-manual/params/004_Visualiza_los_tipos_de_autos_en_el_buscador_de_autos.html
5,RESERVAONHOLDAUTOS,Reservas de autos en On-Hold (AgentCars),Reservas de autos en On-Hold (AgentCars),params/005_Reservas_de_autos_en_On-Hold_(AgentCars).html,https://pacardenaz.github.io/parametros-manual/params/005_Reservas_de_autos_en_On-Hold_(AgentCars).html
6,USECARSMAPS,Usa funcionalidad de mapas en el buscador de autos,Usa funcionalidad de mapas en el buscador de autos,params/006_Usa_funcionalidad_de_mapas_en_el_buscador_de_autos.html,https://pacardenaz.github.io/parametros-manual/params/006_Usa_funcionalidad_de_mapas_en_el_buscador_de_autos.html
7,OBLIGAOBSERVARESERVA,Obliga observación de reserva,Parámetro para obligar al solicitante ingresar texto en el campo “Observaciones” al momento de realizar la reserva,params/007_Obliga_observación_de_reserva.html,https://pacardenaz.github.io/parametros-manual/params/007_Obliga_observación_de_reserva.html
8,NUMDIASSIGUIENTE,Numero días siguiente del viaje,Numero días siguiente del viaje,params/008_Numero_días_siguiente_del_viaje.html,https://pacardenaz.github.io/parametros-manual/params/008_Numero_días_siguiente_del_viaje.html
9,AUTOCOMPLETEPASSENGERINFO,Auto completar Pasajero (Perfil pasajero),Auto completar Pasajero (Perfil pasajero),params/009_Auto_completar_Pasajero_(Perfil_pasajero).html,https://pacardenaz.github.io/parametros-manual/params/009_Auto_completar_Pasajero_(Perfil_pasajero).html
10,CLOSERESERVE,Finalizar reserva de forma automática,Finalizar reserva de forma automática,params/010_Finalizar_reserva_de_forma_automática.html,https://pacardenaz.github.io/parametros-manual/params/010_Finalizar_reserva_de_forma_automática.html
11,CIASEXCLUIDASAMADEUS,Aerolíneas a excluir en Amadeus,Aerolíneas a excluir en Amadeus,params/011_Aerolíneas_a_excluir_en_Amadeus.html,https://pacardenaz.github.io/parametros-manual/params/011_Aerolíneas_a_excluir_en_Amadeus.html
12,EMAILSUCCESSEMISION,Envió Copia de Eticket,"Parámetro para configurar una cuenta de correo adicional para que llegue copia del  E-ticket o Voucher. Por defecto el sistema solo le envía el eticket al pasajero, en este parámetro se puede configurar copia de las cuentas adicionales que desea que le llegue el eticket cuando se hace la emisión del",params/012_Envió_Copia_de_Eticket.html,https://pacardenaz.github.io/parametros-manual/params/012_Envió_Copia_de_Eticket.html
13,MONEDACONSULTAVUELOS,Moneda realiza búsqueda de vuelos,Moneda realiza búsqueda de vuelos,params/013_Moneda_realiza_búsqueda_de_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/013_Moneda_realiza_búsqueda_de_vuelos.html
14,NUMRECOMENDACIONES,Número de recomendaciones,Numero de opciones de disponibilidad mostrada como resultado de consulta de vuelos. Solo aplica para el GDS amadeus.,params/014_Número_de_recomendaciones.html,https://pacardenaz.github.io/parametros-manual/params/014_Número_de_recomendaciones.html
15,MOSTRARBTNBUSQUEDAPORHORARIOINTERNACIONAL,Mostrar el botón de búsqueda por horario para vuelos internacionales,Mostrar el botón de búsqueda por horario para vuelos internacionales,params/015_Mostrar_el_botón_de_búsqueda_por_horario_para_vuelos_internacionales.html,https://pacardenaz.github.io/parametros-manual/params/015_Mostrar_el_botón_de_búsqueda_por_horario_para_vuelos_internacionales.html
16,BTNBUSPHSEGUNRUTA,Botones de Búsqueda según ruta NAL/INTER,Botones de Búsqueda según ruta NAL/INTER,params/016_Botones_de_Búsqueda_según_ruta_NALINTER.html,https://pacardenaz.github.io/parametros-manual/params/016_Botones_de_Búsqueda_según_ruta_NALINTER.html
17,AEROLINEASEXIGENFOIDPASAJERO,Aerolíneas exigen FOID Pasajero,Aerolíneas exigen FOID Pasajero,params/017_Aerolíneas_exigen_FOID_Pasajero.html,https://pacardenaz.github.io/parametros-manual/params/017_Aerolíneas_exigen_FOID_Pasajero.html
18,AEROLINEASUSANLOCCOMOFOID,Aerolíneas usan localizador como FOID,Aerolíneas usan localizador como FOID,params/018_Aerolíneas_usan_localizador_como_FOID.html,https://pacardenaz.github.io/parametros-manual/params/018_Aerolíneas_usan_localizador_como_FOID.html
19,MOSTRAROPCIONESCONSIDERADAS,Mostrar otras opciones consideradas en la reserva,Mostrar otras opciones consideradas en la reserva,params/019_Mostrar_otras_opciones_consideradas_en_la_reserva.html,https://pacardenaz.github.io/parametros-manual/params/019_Mostrar_otras_opciones_consideradas_en_la_reserva.html
20,MOSTRARINFOADIINFOPRECIO,Mostrar otras opciones de precio más bajo y precio más alto en la reserva,Mostrar otras opciones de precio más bajo y precio más alto en la reserva,params/020_Mostrar_otras_opciones_de_precio_más_bajo_y_precio_más_alto_en_la_rese.html,https://pacardenaz.github.io/parametros-manual/params/020_Mostrar_otras_opciones_de_precio_más_bajo_y_precio_más_alto_en_la_rese.html
21,SUMARTASASTARIFACION,Sumar fee a impuestos,Este parámetro sirve para definir como se desea mostrar los valores de los tiquetes cuando se selecciona un itinerario.,params/021_Sumar_fee_a_impuestos.html,https://pacardenaz.github.io/parametros-manual/params/021_Sumar_fee_a_impuestos.html
22,RESPENHORARIOBUSQPRECIO,Realizar consulta de horario con respuesta de precios,Realizar consulta de horario con respuesta de precios,params/022_Realizar_consulta_de_horario_con_respuesta_de_precios.html,https://pacardenaz.github.io/parametros-manual/params/022_Realizar_consulta_de_horario_con_respuesta_de_precios.html
23,MOSTRARTARIFASMONEDAPORTAL,Mostrar las tarifas solo en la moneda del portal,Mostrar las tarifas solo en la moneda del portal,params/023_Mostrar_las_tarifas_solo_en_la_moneda_del_portal.html,https://pacardenaz.github.io/parametros-manual/params/023_Mostrar_las_tarifas_solo_en_la_moneda_del_portal.html
24,COMANDOSRESTRINGIDOSAMADEUS,Comandos Cripticos restingidos (Amadeus),Comandos Cripticos restingidos (Amadeus),params/024_Comandos_Cripticos_restingidos_(Amadeus).html,https://pacardenaz.github.io/parametros-manual/params/024_Comandos_Cripticos_restingidos_(Amadeus).html
25,SOLOVERDISPONIBILIDADVUELOS,Solo ver disponibilidad de vuelos,Solo ver disponibilidad de vuelos,params/025_Solo_ver_disponibilidad_de_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/025_Solo_ver_disponibilidad_de_vuelos.html
26,TOLERANCIAHORASTARIFAMAXMIN,Tolerancia horas tarifa máxima y mínima,Tolerancia horas tarifa máxima y mínima,params/026_Tolerancia_horas_tarifa_máxima_y_mínima.html,https://pacardenaz.github.io/parametros-manual/params/026_Tolerancia_horas_tarifa_máxima_y_mínima.html
27,COMANDOSRESTRINGIDOSSABRE,Comandos crípticos restringidos (Sabre),Comandos crípticos restringidos (Sabre),params/027_Comandos_crípticos_restringidos_(Sabre).html,https://pacardenaz.github.io/parametros-manual/params/027_Comandos_crípticos_restringidos_(Sabre).html
28,COMANDOSRESTRINGIDOSGALILEO,Comandos crípticos restringidos (Galileo),Comandos crípticos restringidos (Galileo),params/028_Comandos_crípticos_restringidos_(Galileo).html,https://pacardenaz.github.io/parametros-manual/params/028_Comandos_crípticos_restringidos_(Galileo).html
29,BUSQPORFAMILIATARIFARIA,Búsqueda por familias tarifarias,Búsqueda por familias tarifarias,params/029_Búsqueda_por_familias_tarifarias.html,https://pacardenaz.github.io/parametros-manual/params/029_Búsqueda_por_familias_tarifarias.html
30,BLOQUEARFILTROPORAEROLINEA,Bloquear el filtrado de aerolíneas en la disponibilidad,Bloquear el filtrado de aerolíneas en la disponibilidad,params/030_Bloquear_el_filtrado_de_aerolíneas_en_la_disponibilidad.html,https://pacardenaz.github.io/parametros-manual/params/030_Bloquear_el_filtrado_de_aerolíneas_en_la_disponibilidad.html
31,VERIFICASVUELOSMASECONOMICOS,Mostrar mejor opción de vuelo,Habilita evaluación y pop-up de precios más económicos en selección de vuelos.,params/031_Mostrar_mejor_opción_de_vuelo.html,https://pacardenaz.github.io/parametros-manual/params/031_Mostrar_mejor_opción_de_vuelo.html
32,MONEDABUSQUEDAVUELOSINTER,Moneda por defecto vuelos internacionales,Moneda por defecto vuelos internacionales,params/032_Moneda_por_defecto_vuelos_internacionales.html,https://pacardenaz.github.io/parametros-manual/params/032_Moneda_por_defecto_vuelos_internacionales.html
33,USEMINPAXINFOPROFILEFLIGHTBOOKING,Usar perfil corto,Parámetro para definir si se usa el mínimo de información en el perfil del pasajero reserva de vuelos,params/033_Usar_perfil_corto.html,https://pacardenaz.github.io/parametros-manual/params/033_Usar_perfil_corto.html
34,SHOWCONTACTINFOPAXFLIGHTBOOKING,Mostrar información adicional del pasajero,Mostrar información adicional del pasajero,params/034_Mostrar_información_adicional_del_pasajero.html,https://pacardenaz.github.io/parametros-manual/params/034_Mostrar_información_adicional_del_pasajero.html
35,SHOWIDPAXFLIGHTBOOKING,Mostrar la identificación de pasajero en la reserva aerea,Mostrar la identificación de pasajero en la reserva aerea,params/035_Mostrar_la_identificación_de_pasajero_en_la_reserva_aerea.html,https://pacardenaz.github.io/parametros-manual/params/035_Mostrar_la_identificación_de_pasajero_en_la_reserva_aerea.html
36,IGNOREAUTOCOMPLETEPAXINFO,Libera reservas de pasajeros no registrados en auto completo,Libera reservas de pasajeros no registrados en auto completo,params/036_Libera_reservas_de_pasajeros_no_registrados_en_auto_completo.html,https://pacardenaz.github.io/parametros-manual/params/036_Libera_reservas_de_pasajeros_no_registrados_en_auto_completo.html
37,OBLIGAEMAILRESERVAVUELOS,Obliga email para reservar,"Parámetro para definir que el campo de “Email” sea obligatorio al momento de cerrar la reserva, aplica para vuelos",params/037_Obliga_email_para_reservar.html,https://pacardenaz.github.io/parametros-manual/params/037_Obliga_email_para_reservar.html
38,MOSTRARINFORMACIONADICIONALRESERVA,Mostrar información adicional de la reserva,Mostrar información adicional de la reserva,params/038_Mostrar_información_adicional_de_la_reserva.html,https://pacardenaz.github.io/parametros-manual/params/038_Mostrar_información_adicional_de_la_reserva.html
39,RECALCULARFEERETRIEVE,Recalcular fee del retrieve,Indica si recalcula el valor del fee al ingresar al retrieve,params/039_Recalcular_fee_del_retrieve.html,https://pacardenaz.github.io/parametros-manual/params/039_Recalcular_fee_del_retrieve.html
40,PLAZOAPROBACION,Plazo de aprobacion,"Es la hora máxima para la aprobación de vuelos, debe estar en formato militar desde la 0 hasta la 23 con sus respectivos minutos ejemplo 20:30",params/040_Plazo_de_aprobacion.html,https://pacardenaz.github.io/parametros-manual/params/040_Plazo_de_aprobacion.html
41,USARPASARELADEPAGOVUELOS,Usar Pasarela de pago,Este parámetro permite definir si la entidad va a utilizar una pasarela de pagos,params/041_Usar_Pasarela_de_pago.html,https://pacardenaz.github.io/parametros-manual/params/041_Usar_Pasarela_de_pago.html
42,MOSTRARCALENDARIOVUELOS,Mostrar calendario en vuelos,"Este parámetro muestra las opciones de vuelos más económicas en un calendario, seleccionando en el buscador “Fechas flexibles”",params/042_Mostrar_calendario_en_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/042_Mostrar_calendario_en_vuelos.html
43,MOSTRARLISTASOURCESBUSQVUELOS,Mostrar brokers vuelos,Mostrar la lista de proveedores de vuelo en la búsqueda,params/043_Mostrar_brokers_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/043_Mostrar_brokers_vuelos.html
44,MOSTRARMENSAJEALTERACIONTARIFA,Tarifa sujeta a cambios sin previo aviso,Tarifa sujeta a cambios sin previo aviso,params/044_Tarifa_sujeta_a_cambios_sin_previo_aviso.html,https://pacardenaz.github.io/parametros-manual/params/044_Tarifa_sujeta_a_cambios_sin_previo_aviso.html
45,VUELOSMOBILE,Vuelos Mobile,Indica si el usuario de la aplicación puede ver todo lo relacionado a vuelos,params/045_Vuelos_Mobile.html,https://pacardenaz.github.io/parametros-manual/params/045_Vuelos_Mobile.html
46,ESTABLECIMIENTOSMOBILE,Establecimiento mobile,Indica si el usuario tiene la opción de agregar el establecimiento al momento de factura al crear un gasto,params/046_Establecimiento_mobile.html,https://pacardenaz.github.io/parametros-manual/params/046_Establecimiento_mobile.html
47,RESERVARDOSAEROLINEASDIFERENTES,Permitir reservar dos aerolíneas distintas,Permitir reservar dos aerolíneas distintas,params/047_Permitir_reservar_dos_aerolíneas_distintas.html,https://pacardenaz.github.io/parametros-manual/params/047_Permitir_reservar_dos_aerolíneas_distintas.html
48,MOSTRARBESTBUY,Mostrar boton best buy,"Parámetro para definir si se refleja el botón de Best buy en la búsqueda por horario, dicho botón tiene como funcionalidad mostrar la tarifa más económica de los itinerarios previamente seleccionados.",params/048_Mostrar_boton_best_buy.html,https://pacardenaz.github.io/parametros-manual/params/048_Mostrar_boton_best_buy.html
49,VALUESCABINEFLIGHTS,Valores campo cabina buscador,Con este parámetro se pueden controlar las opciones que se muestran en el campo de cabinas que está en el buscador,params/049_Valores_campo_cabina_buscador.html,https://pacardenaz.github.io/parametros-manual/params/049_Valores_campo_cabina_buscador.html
50,VALUESHOURFLIGHTS,Valores horario buscador vuelos,Con este parámetro se pueden controlar las opciones que se muestran en el campo de los horarios del vuelo que está en el buscador,params/050_Valores_horario_buscador_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/050_Valores_horario_buscador_vuelos.html
51,FORZARMALETASBUSCADOR,Obligar equipaje en Vuelos Nacionales,Obligar equipaje en Vuelos Nacionales,params/051_Obligar_equipaje_en_Vuelos_Nacionales.html,https://pacardenaz.github.io/parametros-manual/params/051_Obligar_equipaje_en_Vuelos_Nacionales.html
52,OCULTARTIPOTARIFAVUELOS,Ocultar campo tipo de tarifa buscador vuelos,Ocultar campo tipo de tarifa buscador vuelos,params/052_Ocultar_campo_tipo_de_tarifa_buscador_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/052_Ocultar_campo_tipo_de_tarifa_buscador_vuelos.html
53,UNIFICARBOTONBUSCARVUELOS,Unificar botones vuelos,"Este parámetro se realizó para unificar los botones de búsqueda de vuelos en uno solo, el criterio de definición es el siguiente:",params/053_Unificar_botones_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/053_Unificar_botones_vuelos.html
54,MOSTRARRESERVASDUPLICADAS,Habilitar alerta reservas duplicadas,Habilitar alerta reservas duplicadas,params/054_Habilitar_alerta_reservas_duplicadas.html,https://pacardenaz.github.io/parametros-manual/params/054_Habilitar_alerta_reservas_duplicadas.html
55,MODBUSQUEDAVUELOSINTER,"Indica modo busqueda internacional Horario(H), Precio(P), Ambos(A)","Indica modo busqueda internacional Horario(H), Precio(P), Ambos(A)","params/055_Indica_modo_busqueda_internacional_Horario(H),_Precio(P),_Ambos(A).html","https://pacardenaz.github.io/parametros-manual/params/055_Indica_modo_busqueda_internacional_Horario(H),_Precio(P),_Ambos(A).html"
56,MODBUSQUEDAVUELOSNACIONAL,"Indica modo busqueda nacional Horario(H), Precio(P), Ambos(A)","Indica modo busqueda nacional Horario(H), Precio(P), Ambos(A)","params/056_Indica_modo_busqueda_nacional_Horario(H),_Precio(P),_Ambos(A).html","https://pacardenaz.github.io/parametros-manual/params/056_Indica_modo_busqueda_nacional_Horario(H),_Precio(P),_Ambos(A).html"
57,ORDENARPORDURACIONBUSQHORARIO,Ordenar los resultados por duracion,Ordenar los resultados por duracion,params/057_Ordenar_los_resultados_por_duracion.html,https://pacardenaz.github.io/parametros-manual/params/057_Ordenar_los_resultados_por_duracion.html
58,AGREGARIDFISCALCOMOAIAN,Agregar AIAN en la reserva (Amadeus),Agregar AIAN en la reserva (Amadeus),params/058_Agregar_AIAN_en_la_reserva_(Amadeus).html,https://pacardenaz.github.io/parametros-manual/params/058_Agregar_AIAN_en_la_reserva_(Amadeus).html
59,MOSTRARTARIFASAVANZADASBUSQVUELOS,Mostrar filtro tarifas avanzadas busqueda vuelos,Mostrar filtro tarifas avanzadas busqueda vuelos,params/059_Mostrar_filtro_tarifas_avanzadas_busqueda_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/059_Mostrar_filtro_tarifas_avanzadas_busqueda_vuelos.html
60,INFORMARTRAYECTOSINMALETA,Informar trayectos sin equipaje,Informar trayectos sin equipaje,params/060_Informar_trayectos_sin_equipaje.html,https://pacardenaz.github.io/parametros-manual/params/060_Informar_trayectos_sin_equipaje.html
61,OCULTARAEROLINEABUSCADOR,Ocultar filtro aerolínea buscador vuelos,Ocultar filtro aerolínea buscador vuelos,params/061_Ocultar_filtro_aerolínea_buscador_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/061_Ocultar_filtro_aerolínea_buscador_vuelos.html
62,VALUESDIRECTSFLIGHTS,Vuelos directos por defecto (Nacional),Vuelos directos por defecto (Nacional),params/062_Vuelos_directos_por_defecto_(Nacional).html,https://pacardenaz.github.io/parametros-manual/params/062_Vuelos_directos_por_defecto_(Nacional).html
63,VALUESDIRECTSFLIGHTSINTER,Vuelos directos por defecto (Internacional),Vuelos directos por defecto (Internacional),params/063_Vuelos_directos_por_defecto_(Internacional).html,https://pacardenaz.github.io/parametros-manual/params/063_Vuelos_directos_por_defecto_(Internacional).html
64,OBLIGATELEFONOPASAJEROVUELOS,Obligar el ingreso del teléfono del pasajero,Obligar el ingreso del teléfono del pasajero,params/064_Obligar_el_ingreso_del_teléfono_del_pasajero.html,https://pacardenaz.github.io/parametros-manual/params/064_Obligar_el_ingreso_del_teléfono_del_pasajero.html
65,OBLIGAIDPAXVUELOS,Obliga el ingreso de la identificación del pasajero en vuelos,Obliga el ingreso de la identificación del pasajero en vuelos,params/065_Obliga_el_ingreso_de_la_identificación_del_pasajero_en_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/065_Obliga_el_ingreso_de_la_identificación_del_pasajero_en_vuelos.html
66,USARCONFIGURACIONOPCIONESDEPAGO,Usar configuración pago por source,Usar configuración pago por source,params/066_Usar_configuración_pago_por_source.html,https://pacardenaz.github.io/parametros-manual/params/066_Usar_configuración_pago_por_source.html
67,ALERTADOSGDSDIFERENTES,Alerta combinacion dos GDS diferentes,Alerta combinacion dos GDS diferentes,params/067_Alerta_combinacion_dos_GDS_diferentes.html,https://pacardenaz.github.io/parametros-manual/params/067_Alerta_combinacion_dos_GDS_diferentes.html
68,ORDENAMIENTOBUSQHORARIO,Ordenamiento en búsqueda por horario,Ordenamiento en búsqueda por horario,params/068_Ordenamiento_en_búsqueda_por_horario.html,https://pacardenaz.github.io/parametros-manual/params/068_Ordenamiento_en_búsqueda_por_horario.html
69,MALETASBUSCADORDEFECTO,Seleccionar vuelos con Maletas por defecto,Seleccionar vuelos con Maletas por defecto,params/069_Seleccionar_vuelos_con_Maletas_por_defecto.html,https://pacardenaz.github.io/parametros-manual/params/069_Seleccionar_vuelos_con_Maletas_por_defecto.html
70,FORZARMALETASBUSCADORINTER,Obligar equipaje en Vuelos Internacionales,Obligar equipaje en Vuelos Internacionales,params/070_Obligar_equipaje_en_Vuelos_Internacionales.html,https://pacardenaz.github.io/parametros-manual/params/070_Obligar_equipaje_en_Vuelos_Internacionales.html
71,OCULTARPROMOCODEBUSQUEDA,Ocultar campos promocode en el buscador aéreo,Ocultar campos promocode en el buscador aéreo,params/071_Ocultar_campos_promocode_en_el_buscador_aéreo.html,https://pacardenaz.github.io/parametros-manual/params/071_Ocultar_campos_promocode_en_el_buscador_aéreo.html
72,SUMARYQYRTARIFA,Sumar los impuestos YQ y YR a la tarifa,Sumar los impuestos YQ y YR a la tarifa,params/072_Sumar_los_impuestos_YQ_y_YR_a_la_tarifa.html,https://pacardenaz.github.io/parametros-manual/params/072_Sumar_los_impuestos_YQ_y_YR_a_la_tarifa.html
73,OCULTARBOTONREMOVERAPROBADOR,Ocultar boton remover del flujo de aprobación,Ocultar boton remover del flujo de aprobación,params/073_Ocultar_boton_remover_del_flujo_de_aprobación.html,https://pacardenaz.github.io/parametros-manual/params/073_Ocultar_boton_remover_del_flujo_de_aprobación.html
74,BUSCARVUELOSFRANJASHORARIAS,Seleccionar horario de búsqueda por franja en buscador de vuelos,Seleccionar horario de búsqueda por franja en buscador de vuelos,params/074_Seleccionar_horario_de_búsqueda_por_franja_en_buscador_de_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/074_Seleccionar_horario_de_búsqueda_por_franja_en_buscador_de_vuelos.html
75,OCULTARREEMISIONCLIENTE,Ocultar reemisión para los usuarios tipo cliente,Ocultar reemisión para los usuarios tipo cliente,params/075_Ocultar_reemisión_para_los_usuarios_tipo_cliente.html,https://pacardenaz.github.io/parametros-manual/params/075_Ocultar_reemisión_para_los_usuarios_tipo_cliente.html
76,OCULTARRENOVARTARIFACLIENTE,Ocultar botón renovar tarifa para los usuarios tipo cliente,Ocultar botón renovar tarifa para los usuarios tipo cliente,params/076_Ocultar_botón_renovar_tarifa_para_los_usuarios_tipo_cliente.html,https://pacardenaz.github.io/parametros-manual/params/076_Ocultar_botón_renovar_tarifa_para_los_usuarios_tipo_cliente.html
77,PERMITERESERVADUPLICADA,Permitir reserva duplicada,"Este parámetro identifica cuando se está realizando una segunda reserva con las mismas o similares características de una reserva anterior, esto con el fin de alertar al asesor o a la persona que está realizando la reserva y evitar que se hagan duplicidades de reservas aéreas, el sistema básicamente",params/077_Permitir_reserva_duplicada.html,https://pacardenaz.github.io/parametros-manual/params/077_Permitir_reserva_duplicada.html
78,COLAEMITIDOSSABRE,Cola reservas emitidos en Sabre,Cola reservas emitidos en Sabre,params/078_Cola_reservas_emitidos_en_Sabre.html,https://pacardenaz.github.io/parametros-manual/params/078_Cola_reservas_emitidos_en_Sabre.html
79,COLAEMITIDOSAMADEUSWS,Cola reservas emitidos en Amadeus,Cola reservas emitidos en Amadeus,params/079_Cola_reservas_emitidos_en_Amadeus.html,https://pacardenaz.github.io/parametros-manual/params/079_Cola_reservas_emitidos_en_Amadeus.html
80,OCULTARPROMOCODETARIFACION,Mostrar y/o ocultar el promocode de la tarifación,Mostrar y/o ocultar el promocode de la tarifación,params/080_Mostrar_yo_ocultar_el_promocode_de_la_tarifación.html,https://pacardenaz.github.io/parametros-manual/params/080_Mostrar_yo_ocultar_el_promocode_de_la_tarifación.html
81,PERMITIRSELECCIONARTCEMISION,Mostrar las diferentes TC almacenadas,Mostrar las diferentes TC almacenadas,params/081_Mostrar_las_diferentes_TC_almacenadas.html,https://pacardenaz.github.io/parametros-manual/params/081_Mostrar_las_diferentes_TC_almacenadas.html
82,VALUESCABINEFLIGHTSINTER,Valores campo cabina buscador vuelos internacional,"Con este parámetro se pueden controlar las opciones que se muestran en el campo de cabinas que está en el buscador para vuelos internacionales, hay otro parámetro que se define para vuelos nacionales VALUESCABINEFLIGHTS",params/082_Valores_campo_cabina_buscador_vuelos_internacional.html,https://pacardenaz.github.io/parametros-manual/params/082_Valores_campo_cabina_buscador_vuelos_internacional.html
83,OCULTARTARIFASINACUERDOVUELOS,Ocultar la tarifa sin acuerdo,Parámetro para ocultar la pestaña de “Tarifa Clase”  en la tarifación aérea,params/083_Ocultar_la_tarifa_sin_acuerdo.html,https://pacardenaz.github.io/parametros-manual/params/083_Ocultar_la_tarifa_sin_acuerdo.html
84,NUMEROADTVUELOS,Cantidad de Adultos para el buscador de vuelos,Cantidad de Adultos para el buscador de vuelos,params/084_Cantidad_de_Adultos_para_el_buscador_de_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/084_Cantidad_de_Adultos_para_el_buscador_de_vuelos.html
85,NUMEROCHDVUELOS,Cantidad de Niños para el buscador de vuelos,Cantidad de Niños para el buscador de vuelos,params/085_Cantidad_de_Niños_para_el_buscador_de_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/085_Cantidad_de_Niños_para_el_buscador_de_vuelos.html
86,NUMEROINFVUELOS,Cantidad de infantes para el buscador de vuelos,Cantidad de infantes para el buscador de vuelos,params/086_Cantidad_de_infantes_para_el_buscador_de_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/086_Cantidad_de_infantes_para_el_buscador_de_vuelos.html
87,MOSTRARMENSAJECAMBIOTARIFA,Mostrar alerta en Retrieve de que la tarifa publicada puede cambiar,Mostrar alerta en Retrieve de que la tarifa publicada puede cambiar,params/087_Mostrar_alerta_en_Retrieve_de_que_la_tarifa_publicada_puede_cambiar.html,https://pacardenaz.github.io/parametros-manual/params/087_Mostrar_alerta_en_Retrieve_de_que_la_tarifa_publicada_puede_cambiar.html
88,NUMRECOMENDACIONESINTER,Número de recomendaciones internacional,Número de recomendaciones internacional,params/088_Número_de_recomendaciones_internacional.html,https://pacardenaz.github.io/parametros-manual/params/088_Número_de_recomendaciones_internacional.html
89,B2C2_OffsetFechaVuelos,Dias a restringir búsqueda de vuelos,Dias a restringir búsqueda de vuelos,params/089_Dias_a_restringir_búsqueda_de_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/089_Dias_a_restringir_búsqueda_de_vuelos.html
90,ACTIVARNAVAUTORESERVAVUELOS,Activar tarifacion de forma automática en la búsqueda por horario y familias,Activar tarifacion de forma automática en la búsqueda por horario y familias,params/090_Activar_tarifacion_de_forma_automática_en_la_búsqueda_por_horario_y_fa.html,https://pacardenaz.github.io/parametros-manual/params/090_Activar_tarifacion_de_forma_automática_en_la_búsqueda_por_horario_y_fa.html
91,BUSCARVUELOSTARIFASINPENALIDAD,Buscar vuelos con tarifas sin penalidad,Buscar vuelos con tarifas sin penalidad,params/091_Buscar_vuelos_con_tarifas_sin_penalidad.html,https://pacardenaz.github.io/parametros-manual/params/091_Buscar_vuelos_con_tarifas_sin_penalidad.html
92,BUSCARVUELOSTARIFASREEMBOLSABLES,Buscar vuelos con tarifas reembolsables,Buscar vuelos con tarifas reembolsables,params/092_Buscar_vuelos_con_tarifas_reembolsables.html,https://pacardenaz.github.io/parametros-manual/params/092_Buscar_vuelos_con_tarifas_reembolsables.html
93,SOURCESUPSELL,Sources que manejan Upsell,Parámetro para definir los sources que soportan el Upsell (UPSELL aplica para cuando la aerolínea soporta familias o branded fares).,params/093_Sources_que_manejan_Upsell.html,https://pacardenaz.github.io/parametros-manual/params/093_Sources_que_manejan_Upsell.html
94,ENVIARCOPIAEMAILPASAJERO,Enviar copia de las notificaciones de reserva al pasajero,Enviar copia de las notificaciones de reserva al pasajero,params/094_Enviar_copia_de_las_notificaciones_de_reserva_al_pasajero.html,https://pacardenaz.github.io/parametros-manual/params/094_Enviar_copia_de_las_notificaciones_de_reserva_al_pasajero.html
95,SOURCESALLOWANCILLARIES,Sources que manejan ancillaries,Sources que manejan ancillaries,params/095_Sources_que_manejan_ancillaries.html,https://pacardenaz.github.io/parametros-manual/params/095_Sources_que_manejan_ancillaries.html
96,MAXSEGMENTMULTITRAY,Número máximo de segmentos posibles en multitrayecto,Número máximo de segmentos posibles en multitrayecto,params/096_Número_máximo_de_segmentos_posibles_en_multitrayecto.html,https://pacardenaz.github.io/parametros-manual/params/096_Número_máximo_de_segmentos_posibles_en_multitrayecto.html
