num,codigo,titulo,descripcion,url_relativa,url_completa
276,MAXGROUPINSURANCEISSUED,Numero maximo de viajero a emitir Asistencias,Numero maximo de viajero a emitir Asistencias,params/276_Numero_maximo_de_viajero_a_emitir_Asistencias.html,https://pacardenaz.github.io/parametros-manual/params/276_Numero_maximo_de_viajero_a_emitir_Asistencias.html
277,INSURANCERESERVAVUELO,Sugiere asistencia al reservar vuelos,Sugiere asistencia al reservar vuelos,params/277_Sugiere_asistencia_al_reservar_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/277_Sugiere_asistencia_al_reservar_vuelos.html
278,CODIGOINSURANCEVUELO,Codigo de asistencia a sugerir en vuelos,Codigo de asistencia a sugerir en vuelos,params/278_Codigo_de_asistencia_a_sugerir_en_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/278_Codigo_de_asistencia_a_sugerir_en_vuelos.html
279,HACERPAGOMONEDALOCAL,Tarifar en moneda local los Seguros de viaje,Tarifar en moneda local los Seguros de viaje,params/279_Tarifar_en_moneda_local_los_Seguros_de_viaje.html,https://pacardenaz.github.io/parametros-manual/params/279_Tarifar_en_moneda_local_los_Seguros_de_viaje.html
280,MARCAROPCIONSEGUROVUELO,Marcar por defecto seguro en vuelos,Marcar por defecto seguro en vuelos,params/280_Marcar_por_defecto_seguro_en_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/280_Marcar_por_defecto_seguro_en_vuelos.html
281,GRUPOFEE,Grupo Fee,"Nombre del grupo Fee asignado a la entidad, en este campo se debe configurar el nombre del grupo del fee creado por el admin, esto con el fin de que la entidad tome la configuración del fee de dicho grupo",params/281_Grupo_Fee.html,https://pacardenaz.github.io/parametros-manual/params/281_Grupo_Fee.html
282,USAHOTELCONVENIOOFFLINE,Indica si la entidad posee hoteles offline,Indica si la entidad posee hoteles offline,params/282_Indica_si_la_entidad_posee_hoteles_offline.html,https://pacardenaz.github.io/parametros-manual/params/282_Indica_si_la_entidad_posee_hoteles_offline.html
283,BLOQUEACONSULTAPASAJEROS,Bloquea la búsqueda de pasajeros en el buscador de vuelos,Bloquea la búsqueda de pasajeros en el buscador de vuelos,params/283_Bloquea_la_búsqueda_de_pasajeros_en_el_buscador_de_vuelos.html,https://pacardenaz.github.io/parametros-manual/params/283_Bloquea_la_búsqueda_de_pasajeros_en_el_buscador_de_vuelos.html
284,,REMARKFLIGHTMILESSABRE,{MILES} Prefijo remark para capturar información de millas voladas en Sabre,params/284_REMARKFLIGHTMILESSABRE.html,https://pacardenaz.github.io/parametros-manual/params/284_REMARKFLIGHTMILESSABRE.html
285,,ADVERTENCIAHOTELESOFFLINE,Parámetro para definir si se visualiza una advertencia en el flujo de hoteles Offline,params/285_ADVERTENCIAHOTELESOFFLINE.html,https://pacardenaz.github.io/parametros-manual/params/285_ADVERTENCIAHOTELESOFFLINE.html
286,,AGREGARCODEMPRESABACKOFFICEENGDS,AGREGARCODEMPRESABACKOFFICEENGDS,params/286_AGREGARCODEMPRESABACKOFFICEENGDS.html,https://pacardenaz.github.io/parametros-manual/params/286_AGREGARCODEMPRESABACKOFFICEENGDS.html
287,,ALTERARPTCVUELOS,"Parámetro para habilitar en el buscador de vuelos los campos de PTC por pasajero, en dichos campos se deben configurar de forma manual los códigos que aplican para cada pasajero.",params/287_ALTERARPTCVUELOS.html,https://pacardenaz.github.io/parametros-manual/params/287_ALTERARPTCVUELOS.html
288,,ALTERFEEVALUESINQUOTATIONS,"Parámetro para definir si en el formulario de cotización de vuelos, se visualizan los campos para editar el fee, los impuestos y las tarifas.",params/288_ALTERFEEVALUESINQUOTATIONS.html,https://pacardenaz.github.io/parametros-manual/params/288_ALTERFEEVALUESINQUOTATIONS.html
289,,APROBADORESLISTAXCECO,Parámetro para indicar si se maneja aprobadores especifico por Ceco o Pasajero,params/289_APROBADORESLISTAXCECO.html,https://pacardenaz.github.io/parametros-manual/params/289_APROBADORESLISTAXCECO.html
290,,AMADEUSHOTELSCORPCODES,"Parámetro configurar el código corporativo, generalmente compuesto de tres caracteres. Para usar más de un código se debe separar los códigos por coma “,”.",params/290_AMADEUSHOTELSCORPCODES.html,https://pacardenaz.github.io/parametros-manual/params/290_AMADEUSHOTELSCORPCODES.html
291,,ARCHIVOCONFIGFAMILIAS,Parámetro para configurar el nombre del archivo de familias,params/291_ARCHIVOCONFIGFAMILIAS.html,https://pacardenaz.github.io/parametros-manual/params/291_ARCHIVOCONFIGFAMILIAS.html
292,,BACKOFFICEEXPORTCAMPOSHOTELES,Este parámetro es usado para la exportación del backoffice y particularmente para enviar lo campos dinámicos del tarifador asociados a hoteles como UDIDS.,params/292_BACKOFFICEEXPORTCAMPOSHOTELES.html,https://pacardenaz.github.io/parametros-manual/params/292_BACKOFFICEEXPORTCAMPOSHOTELES.html
293,,BRANDEDFARESEXCLUIDAS,"Parámetro para excluir familias o branded fares en la cotización realizada, solo aplica para Sabre.",params/293_BRANDEDFARESEXCLUIDAS.html,https://pacardenaz.github.io/parametros-manual/params/293_BRANDEDFARESEXCLUIDAS.html
294,,CIASAUTOSBUSQUEDA,"Códigos de las compañías de autos para búsquedas, es necesario en este campo cargar el código de la rentadora para que salga en xnet al realizar la búsqueda de autos.",params/294_CIASAUTOSBUSQUEDA.html,https://pacardenaz.github.io/parametros-manual/params/294_CIASAUTOSBUSQUEDA.html
295,,CIASAUTOSBUSQUEDA_CARS_AMADEUS_WS,CIASAUTOSBUSQUEDA_CARS_AMADEUS_WS,params/295_CIASAUTOSBUSQUEDA_CARS_AMADEUS_WS.html,https://pacardenaz.github.io/parametros-manual/params/295_CIASAUTOSBUSQUEDA_CARS_AMADEUS_WS.html
296,,CIASAUTOSBUSQUEDA_CARS_AGENTCARS,CIASAUTOSBUSQUEDA_CARS_AGENTCARS,params/296_CIASAUTOSBUSQUEDA_CARS_AGENTCARS.html,https://pacardenaz.github.io/parametros-manual/params/296_CIASAUTOSBUSQUEDA_CARS_AGENTCARS.html
297,,CIASFAMILIASTARIFARIAS,Parámetro para configurar las aerolíneas con que se desea que arroje resultados en la entidad cuando se hace una búsqueda por familia tarifaria.,params/297_CIASFAMILIASTARIFARIAS.html,https://pacardenaz.github.io/parametros-manual/params/297_CIASFAMILIASTARIFARIAS.html
298,,COLARESERVAAMADEUSWS,Parámetro para definir en qué cola va a caer las reservas aéreas de Amadeus que se generan en Xnet,params/298_COLARESERVAAMADEUSWS.html,https://pacardenaz.github.io/parametros-manual/params/298_COLARESERVAAMADEUSWS.html
299,,COLARESERVASABRE,Parámetro para definir en qué cola o Queue van a caer las reservas aéreas de Sabre que se generan en Xnet.,params/299_COLARESERVASABRE.html,https://pacardenaz.github.io/parametros-manual/params/299_COLARESERVASABRE.html
300,,COLAFLUJOAPROBADOAMADEUSWS,Parámetro para definir la cola y la categoría donde se envían las reservas aprobadas (GDS Amadeus),params/300_COLAFLUJOAPROBADOAMADEUSWS.html,https://pacardenaz.github.io/parametros-manual/params/300_COLAFLUJOAPROBADOAMADEUSWS.html
301,,COLAFLUJOAPROBADOSABRE,Parámetro para definir la cola y la categoría donde se envían las reservas aprobadas (GDS Sabre),params/301_COLAFLUJOAPROBADOSABRE.html,https://pacardenaz.github.io/parametros-manual/params/301_COLAFLUJOAPROBADOSABRE.html
302,,CODIGOENVIOSENALES,Contiene el código de la señal que realizará los diferentes procesos de envío de información al backoffice de la agencia.,params/302_CODIGOENVIOSENALES.html,https://pacardenaz.github.io/parametros-manual/params/302_CODIGOENVIOSENALES.html
303,,EMAILFROMDEFAULT,Email por defecto que aparece como remitente en los correos de notificación,params/303_EMAILFROMDEFAULT.html,https://pacardenaz.github.io/parametros-manual/params/303_EMAILFROMDEFAULT.html
304,,ENVIARRECORDATORIO,"Indica si se envía recordatorios de reservas pendientes, al configurar este parámetro en S, en la parte superior del sistema se habilitaran 2 links “Aprobación pendiente” y “Emisión Pendiente”",params/304_ENVIARRECORDATORIO.html,https://pacardenaz.github.io/parametros-manual/params/304_ENVIARRECORDATORIO.html
305,,ENVIARTODOSMAILFLUJOCUALQUIERA,"Indica si se envía el email a todos los aprobadores del flujo, si está en S, el flujo de aprobación cualquiera funciona como hasta ahora, es decir, se envía el email a todos los aprobadores.",params/305_ENVIARTODOSMAILFLUJOCUALQUIERA.html,https://pacardenaz.github.io/parametros-manual/params/305_ENVIARTODOSMAILFLUJOCUALQUIERA.html
306,,EMITIRALAPROBAR,"Este parámetro permite emitir una reserva automáticamente, una vez dicha reserva aérea es aprobada. Al configurar este parámetro también se debe tener en cuenta con que forma de pago se va a emitir el tiquete, para eso se debe configurar el parámetro FORMAPAGOCLIENTECORPORATIVO",params/306_EMITIRALAPROBAR.html,https://pacardenaz.github.io/parametros-manual/params/306_EMITIRALAPROBAR.html
307,,EXCLUIRTASASAMADEUS,"Se crea parámetro para excluir las tasas en amadeus como parámetro por cia aérea EXCLUIRTASASAMADEUS se debe registrar en parejas ordenadas separadas por ; o ,",params/307_EXCLUIRTASASAMADEUS.html,https://pacardenaz.github.io/parametros-manual/params/307_EXCLUIRTASASAMADEUS.html
308,,ENVIARFEEBACKOFFICE,Parámetro para definir si se envia el fee (Tarifa administrativa) en el Json que se genera de la exportación al backoffice de la agencia,params/308_ENVIARFEEBACKOFFICE.html,https://pacardenaz.github.io/parametros-manual/params/308_ENVIARFEEBACKOFFICE.html
309,,FAMILIATARIFARIAINTERNACIONAL,Indica si se muestra o no le botón de búsqueda por familia tarifaria para búsquedas de destino internacional en vuelos,params/309_FAMILIATARIFARIAINTERNACIONAL.html,https://pacardenaz.github.io/parametros-manual/params/309_FAMILIATARIFARIAINTERNACIONAL.html
310,,FORMAPAGOCLIENTECORPORATIVO,Parámetro para indicar la forma de pago que el cliente corporativo va a manejar para la emisión automática.,params/310_FORMAPAGOCLIENTECORPORATIVO.html,https://pacardenaz.github.io/parametros-manual/params/310_FORMAPAGOCLIENTECORPORATIVO.html
311,,HORAPLAZOEMISIONBOLETO,Parámetro para definir la hora del plazo límite de emisión para el mismo día,params/311_HORAPLAZOEMISIONBOLETO.html,https://pacardenaz.github.io/parametros-manual/params/311_HORAPLAZOEMISIONBOLETO.html
312,,HOTEL_GUARANTEE_DEFAULT_AMADEUS,HOTEL_GUARANTEE_DEFAULT_AMADEUS,params/312_HOTEL_GUARANTEE_DEFAULT_AMADEUS.html,https://pacardenaz.github.io/parametros-manual/params/312_HOTEL_GUARANTEE_DEFAULT_AMADEUS.html
313,,HOTEL_GUARANTEE_OPTIONS,"Este parámetro de configuración permite indicarle al sistema los tipos de garantía que pueden ser usados por el usuario, si se requiere ingresar más de uno se deben separar por “;” y se puede usar el comodín “*” para indicar que se aceptan todos.",params/313_HOTEL_GUARANTEE_OPTIONS.html,https://pacardenaz.github.io/parametros-manual/params/313_HOTEL_GUARANTEE_OPTIONS.html
314,,HOTEL_GUARANTEE_TYPEOPTIONS,"Este parámetro de configuración permite indicarle al sistema los tipos de categorías de garantía que pueden ser usados por el usuario, si se requiere ingresar más de uno se deben separar por “;” y se puede usar el comodín (*) para indicar que se aceptan todos.",params/314_HOTEL_GUARANTEE_TYPEOPTIONS.html,https://pacardenaz.github.io/parametros-manual/params/314_HOTEL_GUARANTEE_TYPEOPTIONS.html
315,,HOTEL_PAYMENT_OPTIONS,"Mediante estas opciones le indicaremos al sistema los tipos de pago que pueden ser usados por el usuario en la entidad, si se requiere ingresar más de una se deben separar por “;” y se puede usar el comodín asterisco (*) para indicar que se aceptan todos.",params/315_HOTEL_PAYMENT_OPTIONS.html,https://pacardenaz.github.io/parametros-manual/params/315_HOTEL_PAYMENT_OPTIONS.html
316,,HOTELAMADEUSFORCECORPORATEFILTER,HOTELAMADEUSFORCECORPORATEFILTER,params/316_HOTELAMADEUSFORCECORPORATEFILTER.html,https://pacardenaz.github.io/parametros-manual/params/316_HOTELAMADEUSFORCECORPORATEFILTER.html
317,,HOTELAMADEUSPUBLICRATES,Indica cuales son los códigos a usar en amadeus como tarifas públicas,params/317_HOTELAMADEUSPUBLICRATES.html,https://pacardenaz.github.io/parametros-manual/params/317_HOTELAMADEUSPUBLICRATES.html
318,,HOTELFORCEAMADEUSCORPCODE,El parámetro de configuración permite que el sistema efectué la búsqueda de Hoteles haciendo uso del código corporativo que maneja el cliente.,params/318_HOTELFORCEAMADEUSCORPCODE.html,https://pacardenaz.github.io/parametros-manual/params/318_HOTELFORCEAMADEUSCORPCODE.html
319,,INFOGENERALVUELOSETICKET,,params/319_INFOGENERALVUELOSETICKET.html,https://pacardenaz.github.io/parametros-manual/params/319_INFOGENERALVUELOSETICKET.html
320,,INFOGENERALHOTELETICKET,,params/320_INFOGENERALHOTELETICKET.html,https://pacardenaz.github.io/parametros-manual/params/320_INFOGENERALHOTELETICKET.html
321,,INFOGENERALAUTOETICKET,,params/321_INFOGENERALAUTOETICKET.html,https://pacardenaz.github.io/parametros-manual/params/321_INFOGENERALAUTOETICKET.html
322,,INFOGENERALSEGUROETICKET,,params/322_INFOGENERALSEGUROETICKET.html,https://pacardenaz.github.io/parametros-manual/params/322_INFOGENERALSEGUROETICKET.html
323,,INFOGENERALPAQUETEETICKET,"Parámetros para definir la información general que va en el voucher, ver imagen a continuación:",params/323_INFOGENERALPAQUETEETICKET.html,https://pacardenaz.github.io/parametros-manual/params/323_INFOGENERALPAQUETEETICKET.html
324,,LOCKITEMS,"Parámetro para bloquear los campos del buscador de vuelos, al configurar el parámetro con valor S, el sistema bloquea los campos, ver imagen a continuación.",params/324_LOCKITEMS.html,https://pacardenaz.github.io/parametros-manual/params/324_LOCKITEMS.html
325,,LISTCOLADICIONALESAUTOCOMPLETAR,LISTCOLADICIONALESAUTOCOMPLETAR,params/325_LISTCOLADICIONALESAUTOCOMPLETAR.html,https://pacardenaz.github.io/parametros-manual/params/325_LISTCOLADICIONALESAUTOCOMPLETAR.html
326,,MAILRESULTADOTRANSACCION,"Parámetro para configurar la lista de mails separados por coma (,) donde se envía el resumen resultado de la transacción con TC",params/326_MAILRESULTADOTRANSACCION.html,https://pacardenaz.github.io/parametros-manual/params/326_MAILRESULTADOTRANSACCION.html
327,,MAILVOUCHERTRANSACCION,"Parámetro para configurar la lista de mails separados por coma (,) donde se envía el voucher de la transacción con TC.",params/327_MAILVOUCHERTRANSACCION.html,https://pacardenaz.github.io/parametros-manual/params/327_MAILVOUCHERTRANSACCION.html
328,,MAXCUOTASPAGOPASARELA,Parámetro para configurar la cantidad máxima de cuotas a diferir el pago cuando se hace por pasarela.,params/328_MAXCUOTASPAGOPASARELA.html,https://pacardenaz.github.io/parametros-manual/params/328_MAXCUOTASPAGOPASARELA.html
329,,MONEDACIASAUTOSBUSQUEDA,"Moneda usada para cada rentadora de autos según el parámetro CIASAUTOSBUSQUEDA,",params/329_MONEDACIASAUTOSBUSQUEDA.html,https://pacardenaz.github.io/parametros-manual/params/329_MONEDACIASAUTOSBUSQUEDA.html
330,,MOSTRARDETALLETOTALETICKET,"Parámetro para definir si en el eticket se refleja el detalle de los valores cobrados en el tiquete como tarifa, tasas y fees o simplemente se refleje el total de la reserva.",params/330_MOSTRARDETALLETOTALETICKET.html,https://pacardenaz.github.io/parametros-manual/params/330_MOSTRARDETALLETOTALETICKET.html
331,,MOSTRARMOTIVOVIAJEETICKET,Parámetro para definir si en el eticket y en el correo de aprobación se refleja el motivo de viaje seleccionado al momento de realizar la reserva.,params/331_MOSTRARMOTIVOVIAJEETICKET.html,https://pacardenaz.github.io/parametros-manual/params/331_MOSTRARMOTIVOVIAJEETICKET.html
332,,MOSTRARPPTODISPONIBLE,Parámetro para definir si se refleja el detalle del presupuesto en el momento de realizar la reserva.,params/332_MOSTRARPPTODISPONIBLE.html,https://pacardenaz.github.io/parametros-manual/params/332_MOSTRARPPTODISPONIBLE.html
333,,NOMBREPASARELAEMISION,"Parámetro para Indicar el nombre de la pasarela de pagos que se va a utilizar cuando los pagos son en TC, recibe como valor el nombre.",params/333_NOMBREPASARELAEMISION.html,https://pacardenaz.github.io/parametros-manual/params/333_NOMBREPASARELAEMISION.html
334,,NOUSAREMARKSAUTOMATICOS,Parámetro para poder ocultar los remarks automáticos que se generan en la reserva y en la emisión,params/334_NOUSAREMARKSAUTOMATICOS.html,https://pacardenaz.github.io/parametros-manual/params/334_NOUSAREMARKSAUTOMATICOS.html
335,,OBLIGACOMPLEMENTOMOTIVORESERVA,Parámetro para definir como obligatorio el complemento del motivo de viaje en el proceso de reserva.,params/335_OBLIGACOMPLEMENTOMOTIVORESERVA.html,https://pacardenaz.github.io/parametros-manual/params/335_OBLIGACOMPLEMENTOMOTIVORESERVA.html
336,,OCULTARBUSQUEDALOCALIZADORCLIENTE,OCULTARBUSQUEDALOCALIZADORCLIENTE,params/336_OCULTARBUSQUEDALOCALIZADORCLIENTE.html,https://pacardenaz.github.io/parametros-manual/params/336_OCULTARBUSQUEDALOCALIZADORCLIENTE.html
337,,OCULTARCAMPOLLEGADAPAQUETESBUSCADOR,OCULTARCAMPOLLEGADAPAQUETESBUSCADOR,params/337_OCULTARCAMPOLLEGADAPAQUETESBUSCADOR.html,https://pacardenaz.github.io/parametros-manual/params/337_OCULTARCAMPOLLEGADAPAQUETESBUSCADOR.html
338,,OCULTARTOKENSESION,Parámetro par definir si se oculta el icono donde se visualiza el ID sesión en el encabezado,params/338_OCULTARTOKENSESION.html,https://pacardenaz.github.io/parametros-manual/params/338_OCULTARTOKENSESION.html
339,,OTAHOTELCATEGORIESQUERY,"De codificación OTA, indica las categorías de hoteles permitidas en una búsqueda. Esta configuración sobre-escribe la configuración que tenga el parámetro HotelCategoriesQuery si se requiere configurar más de un valor se separa por (;).",params/339_OTAHOTELCATEGORIESQUERY.html,https://pacardenaz.github.io/parametros-manual/params/339_OTAHOTELCATEGORIESQUERY.html
340,,PREFIJOREMARKSAUTOMATICOS,"Parámetro para poder configurar el prefijo del remark y reemplazar el que se tiene por defecto que es XNET, ver a continuación la configuración.",params/340_PREFIJOREMARKSAUTOMATICOS.html,https://pacardenaz.github.io/parametros-manual/params/340_PREFIJOREMARKSAUTOMATICOS.html
341,,REDONDEOFILTROESTRELLAS,"Parámetro para redondear el número de estrellas de los hoteles, quitando las estrellas medias",params/341_REDONDEOFILTROESTRELLAS.html,https://pacardenaz.github.io/parametros-manual/params/341_REDONDEOFILTROESTRELLAS.html
342,,REMARKTIPOJUSTIFICACION,Parámetro para identificar el código del motivo de incumplimiento,params/342_REMARKTIPOJUSTIFICACION.html,https://pacardenaz.github.io/parametros-manual/params/342_REMARKTIPOJUSTIFICACION.html
343,,SEARCHFARETYPEDEFAULT,Parámetro para definir el tipo de tarifa que debe salir por defecto en el buscador aereo,params/343_SEARCHFARETYPEDEFAULT.html,https://pacardenaz.github.io/parametros-manual/params/343_SEARCHFARETYPEDEFAULT.html
344,,SOLOAPROBADORESINCUMPLIMIENTO,,params/344_SOLOAPROBADORESINCUMPLIMIENTO.html,https://pacardenaz.github.io/parametros-manual/params/344_SOLOAPROBADORESINCUMPLIMIENTO.html
345,,SOLOAPROBADORESINCUMPLIMIENTOINTER,SOLOAPROBADORESINCUMPLIMIENTOINTER,params/345_SOLOAPROBADORESINCUMPLIMIENTOINTER.html,https://pacardenaz.github.io/parametros-manual/params/345_SOLOAPROBADORESINCUMPLIMIENTOINTER.html
346,,SOURCECALENDARIOVUELOS,Parámetro para definir el nombre del GDS con el que saldrá el calendario en Xnet. Este parámetro va ligado con el parámetro MOSTRARCALENDARIOVUELOS el cual debe tener como valor S para que salga el calendario en el GDS especificado.,params/346_SOURCECALENDARIOVUELOS.html,https://pacardenaz.github.io/parametros-manual/params/346_SOURCECALENDARIOVUELOS.html
347,,SOURCESEXPORTBACKOFFICE,Parámetro para definir que sources se pueden exportar al Backoffice,params/347_SOURCESEXPORTBACKOFFICE.html,https://pacardenaz.github.io/parametros-manual/params/347_SOURCESEXPORTBACKOFFICE.html
348,,SOURCESHIDELOYALTYFORM,"Parámetro para ocultar el formulario de viajero frecuente para sources específicos, se puede configurar uno o varios sources.",params/348_SOURCESHIDELOYALTYFORM.html,https://pacardenaz.github.io/parametros-manual/params/348_SOURCESHIDELOYALTYFORM.html
349,,TARIFARHORARIOSOLOBESTBUY,Parámetro para definir si en la búsqueda que se hace por horario en el momento de tarifar solo sale el botón de best buy,params/349_TARIFARHORARIOSOLOBESTBUY.html,https://pacardenaz.github.io/parametros-manual/params/349_TARIFARHORARIOSOLOBESTBUY.html
350,,TIEMPOENVIORECORDATORIO,"Indica cada cuántos minutos se debe enviar el recordatorio al siguiente aprobador. (Este parámetro NO es automático, es decir, evalúa qué el tiempo transcurrido en minutos entre la última fecha de envío y la fecha actual sea mayor o igual al configurado por la entidad para enviar el email, sino se e",params/350_TIEMPOENVIORECORDATORIO.html,https://pacardenaz.github.io/parametros-manual/params/350_TIEMPOENVIORECORDATORIO.html
351,,TIEMPOMAXFINGERPRINT,"Parámetro para manejar los meses máximos que dura un fingerprint, es decir, una vez se configura el finger print dependiendo el tiempo configurado, el sistema le va a pedir nuevamente la clave dinámica a los usuarios asi estén ingresando en el mismo dispositivo que habían registrado anteriormente.",params/351_TIEMPOMAXFINGERPRINT.html,https://pacardenaz.github.io/parametros-manual/params/351_TIEMPOMAXFINGERPRINT.html
352,,TIPOFLUJOFFLINE,"Este parámetro sirve para activar en el proceso de la reserva aérea, un módulo para poder seleccionar los hoteles que se tienen cargados en los hoteles offline.",params/352_TIPOFLUJOFFLINE.html,https://pacardenaz.github.io/parametros-manual/params/352_TIPOFLUJOFFLINE.html
353,,TIPOIDPAXDEFAULTVUELOS,Parámetro para definir el tipo de documento que va por defecto al momento de realizar una reserva aérea,params/353_TIPOIDPAXDEFAULTVUELOS.html,https://pacardenaz.github.io/parametros-manual/params/353_TIPOIDPAXDEFAULTVUELOS.html
354,,URLXCORP,Parámetro para configurar la url de Xcorp en Xnet.,params/354_URLXCORP.html,https://pacardenaz.github.io/parametros-manual/params/354_URLXCORP.html
355,,VOUCHERPORTRANSACCION,Indica si se debe enviar el voucher de la emisión con TC por cada transacción.,params/355_VOUCHERPORTRANSACCION.html,https://pacardenaz.github.io/parametros-manual/params/355_VOUCHERPORTRANSACCION.html
356,INSERTESTABLISHMENT,INSERTESTABLISHMENT,"Este parámetro sirve para crear establecimientos manualmente al adicionar gastos en la plataforma de legalización con flujo avanzado, el parámetro mostrará inicialmente la lista de establecimientos y al presionar el checkbox habilitará el campo para ingresar establecimientos manualmente, si el parám",params/356_INSERTESTABLISHMENT.html,https://pacardenaz.github.io/parametros-manual/params/356_INSERTESTABLISHMENT.html
357,,DESTINATARIOMAILVIATICOS,"Este parámetro determina el destinatario del correo electrónico relacionado con los viáticos. Especifica quién recibirá la notificación, ya sea el solicitante, el viajero, o ambos. La configuración de este parámetro influye en el envío de los correos de viáticos y se puede ajustar según las necesida",params/357_DESTINATARIOMAILVIATICOS.html,https://pacardenaz.github.io/parametros-manual/params/357_DESTINATARIOMAILVIATICOS.html
358,Email,FROMMAILVIATICOS,Este parámetro define la dirección de correo electrónico desde la cual se enviarán los correos relacionados con los viáticos. El correo configurado en este campo para funcionar correctamente como dirección de envío. Es fundamental que el correo electrónico esté debidamente configurado y validado en ,params/358_FROMMAILVIATICOS.html,https://pacardenaz.github.io/parametros-manual/params/358_FROMMAILVIATICOS.html
359,SHOWCOSTCENTERDEBITO,Mostrar Centro de Costo Débito,"Este parámetro habilita una nueva sección de centros de costo dentro del sistema, mostrando una lista de centros de costo igual a la existente, pero organizada y mostrada como una sección aparte. Esta configuración permite gestionar y visualizar de manera más clara y diferenciada los centros de cost",params/359_Mostrar_Centro_de_Costo_Débito.html,https://pacardenaz.github.io/parametros-manual/params/359_Mostrar_Centro_de_Costo_Débito.html
360,AGREGARSEGPASIVOHOTEL,Agregar segmento pasivo de solicitud de hotel,Agregar segmento pasivo de solicitud de hotel,params/360_Agregar_segmento_pasivo_de_solicitud_de_hotel.html,https://pacardenaz.github.io/parametros-manual/params/360_Agregar_segmento_pasivo_de_solicitud_de_hotel.html
361,LIQUIDARVIATICOCONUDIDS,Liquidar viáticos con udids,"Indica si se utilizan udids para la liquidación de viáticos en modo avanzado, esto para cuando es el usuario el que ingresa los valores a solicitar.",params/361_Liquidar_viáticos_con_udids.html,https://pacardenaz.github.io/parametros-manual/params/361_Liquidar_viáticos_con_udids.html
362,CODENTIDADHEREDAUDIDS,Código de Entidad de la cual se Heredan los Udids,Código de Entidad de la cual se Heredan los Udids,params/362_Código_de_Entidad_de_la_cual_se_Heredan_los_Udids.html,https://pacardenaz.github.io/parametros-manual/params/362_Código_de_Entidad_de_la_cual_se_Heredan_los_Udids.html
363,,HOTELADVISORNOTES,Este parámetro permite habilitar y validar la visualización del campo de notas del asesor específicamente en el flujo de reservas de hotel. Su funcionamiento está condicionado a la existencia y valor del parámetro en cuestión.,params/363_HOTELADVISORNOTES.html,https://pacardenaz.github.io/parametros-manual/params/363_HOTELADVISORNOTES.html
364,,PERMITECAMBIARMONEDABUSQ,Parámetro para permitir el cambio de moneda en el buscador aéreo,params/364_PERMITECAMBIARMONEDABUSQ.html,https://pacardenaz.github.io/parametros-manual/params/364_PERMITECAMBIARMONEDABUSQ.html
365,,OCULTARBOTONREMOVERCENTROCOSTO,Parámetro para definir si se visualiza o se oculta el botón de REMOVER y ADICIONAR en la sección de centros de costo,params/365_OCULTARBOTONREMOVERCENTROCOSTO.html,https://pacardenaz.github.io/parametros-manual/params/365_OCULTARBOTONREMOVERCENTROCOSTO.html
366,,VALIDARLIMITECREDITOEXTENDIDO,"Este parámetro define si la agencia usa validación de limite de crédito extendido para realizar emisión. La validación se realiza conectándose a un servicio de la agencia, el cual responde con la autorización (si hay crédito para realizar el pago) y en los casos de pago por TC los datos a usar en el",params/366_VALIDARLIMITECREDITOEXTENDIDO.html,https://pacardenaz.github.io/parametros-manual/params/366_VALIDARLIMITECREDITOEXTENDIDO.html
367,,ACTIVITYMARKUPVALUE,Este parámetro indica el porcentaje de aumento que se aplicará al precio base de la actividad.,params/367_ACTIVITYMARKUPVALUE.html,https://pacardenaz.github.io/parametros-manual/params/367_ACTIVITYMARKUPVALUE.html
368,,ACTIVITYMARKUPVALUETOLERANCE,Este parámetro define cómo se redondeará el precio final después de aplicar el incremento. (Tolerancia de redondeo),params/368_ACTIVITYMARKUPVALUETOLERANCE.html,https://pacardenaz.github.io/parametros-manual/params/368_ACTIVITYMARKUPVALUETOLERANCE.html
